id_no,client_zip_codes,organization,org_address1,org_address2,org_city,org_state,org_zip_code,org_telephone,org_coordinates,org_hours,hours_notes,assist_id,assistance,status_id,status,status_date,status_text,requirements,is_first_bold,is_first_red,webpage,googlemaps,org_email,org_county,zip_neighborhoods,org_parent,org_neighborhood
12,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Missouri City Clinic,307 Texas Parkway,Suite 100,Missouri City,TX,77489,281-342-4530,"29.6178774285714, -95.537035","{""regular"":[{""days"":[""Mo"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""17:00""},{""days"":[""Tu""],""open"":""07:00"",""close"":""18:00""}]}",,31,Medical - Primary Care,1,ACTIVE,06/23/2025,Verified online,"Family medicine, primary care, adults, women's health, pediatric, counseling and mental health, pharmacy, immunizations, Lab, OB.GYN, Hepatitis testing and treatment, substance abuse and addiction.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
Sliding scale of fee based on income.",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/AccessHealth+Missouri+City+Clinic/@29.6175145,-95.5386005,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e8f2465c6023:0xf54e0d695a0a28f2!8m2!3d29.6175099!4d-95.5360202!16s%2Fg%2F1v3lqbd7?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Missouri City, Olde Missouri City Market Place, Quail Green South, Quail Valley, Sta-mo Annex",AccessHealth,Olde Missouri City Market Place
13,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Richmond Clinic,400 Austin Street,,Richmond,TX,77469,281-342-4530,"29.578459, -95.759783","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""17:00""},{""days"":[""Sa""],""open"":""08:00"",""close"":""12:00""}]}",,31,Medical - Primary Care,1,ACTIVE,06/23/2025,Verified online,"Family medicine, primary care, adults, women's health, pediatric, counseling and mental health, pharmacy, immunizations, Lab, OB.GYN, Hepatitis testing and treatment, substance abuse and addiction.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
Sliding scale of fee based on income.",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/AccessHealth+Richmond+Clinic/@29.5786882,-95.7628537,17z/data=!3m1!4b1!4m6!3m5!1s0x86411e70c080105b:0x621ea27cba35c1c3!8m2!3d29.5786836!4d-95.7602734!16s%2Fg%2F1td72cvn?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Greatwood, Richmond",AccessHealth,Richmond
14,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Rosenberg WIC Center,1720 BF Terry Blvd,Suite A,Rosenberg,TX,77471,281-238-2316,"29.537481773188, -95.7748140958404","{""regular"":[{""days"":[""Mo"",""We""],""open"":""08:00"",""close"":""17:00""},{""days"":[""Tu""],""open"":""08:00"",""close"":""19:00""},{""days"":[""Th""],""open"":""07:00"",""close"":""18:00""},{""days"":[""Fr""],""open"":""08:00"",""close"":""13:00""}]}",,44,Mother & Child,1,ACTIVE,06/23/2025,Verified online,"WIC is a special supplemental nutrition program for women, infants and children.  It is a nutrition program for pregnant, breastfeeding women and families with children younger than 5 years old.
To qualify you must meet income guidelines but if you receive Medicaid, SNAP or TANF, then you already meet the income eligibility guidelines for WIC.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/Access+Health+Rosenberg+WIC+Clinic/@29.5538011,-95.769961,17z/data=!3m1!4b1!4m6!3m5!1s0x86411dcbe3b6a681:0x3c791560e4e234fd!8m2!3d29.5537965!4d-95.7673807!16s%2Fg%2F11bc73s7j8?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Allendale Manor, Rosenberg, Timberlane Addition",AccessHealth,Rosenberg
15,"[""77418"", ""77452"", ""77474""]",AccessHealth Sealy WIC Center,526 Ward Street,,Sealy,TX,77474,979-885-0517,"29.7778938979592, -96.1603012857143","{""regular"":[{""days"":[""Mo""],""open"":""08:00"",""close"":""17:30""},{""days"":[""We""],""open"":""08:00"",""close"":""18:00""},{""days"":[""Fr"",""Sa""],""open"":""08:00"",""close"":""13:30""}]}",,44,Mother & Child,1,ACTIVE,06/23/2025,Verified online,"WIC is a special supplemental nutrition program for women, infants and children.  It is a nutrition program for pregnant, breastfeeding women and families with children younger than 5 years old.
To qualify you must meet income guidelines but if you receive Medicaid, SNAP or TANF, then you already meet the income eligibility guidelines for WIC.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/Access+Health+Sealy+WIC+Clinic/@29.7775694,-96.1626114,17z/data=!3m1!4b1!4m6!3m5!1s0x864145c2ee89398d:0xf4a9afa58d7d4bb2!8m2!3d29.7775648!4d-96.1600311!16s%2Fg%2F11ql_575sd?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Austin,"Brazos Country, San Felipe, Sealy",AccessHealth,Sealy
16,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Second Mile Clinic,1135 Hwy 90 Alt,,Missouri City,TX,77489,281-342-4530,"29.620701912018554, -95.52988893726626","{""regular"":[{""days"":[""Mo"",""Tu"",""Th"",""Fr""],""open"":""07:00"",""close"":""17:00""},{""days"":[""We""],""open"":""07:00"",""close"":""18:00""}]}",,31,Medical - Primary Care,1,ACTIVE,06/23/2025,Verified online,"Family medicine, primary care, adults, women's health, pediatric, counseling and mental health, pharmacy, immunizations, Lab, OB.GYN, Hepatitis testing and treatment, substance abuse and addiction.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
Sliding scale of fee based on income.",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/AccessHealth+Second+Mile+Clinic/@29.6205168,-95.5324576,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e9ffb088e7c1:0x9b6babdfeeae07e7!8m2!3d29.6205122!4d-95.5298773!16s%2Fg%2F11l2x99fkq?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Missouri City, Olde Missouri City Market Place, Quail Green South, Quail Valley, Sta-mo Annex",AccessHealth,Missouri City
17,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Stafford Clinic,10435 Greenbough Drive,Suite 300,Stafford,TX,77477,281-342-4530,"29.6210934081633, -95.5623412653061","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""17:00""}]}",,31,Medical - Primary Care,1,ACTIVE,06/23/2025,Verified online,"Family medicine, primary care, adults, women's health, pediatric, dental care, counseling and mental health, pharmacy, immunizations, Lab, OB.GYN, Hepatitis testing and treatment, substance abuse and addiction.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
Sliding scale of fee based on income.",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/AccessHealth+Stafford+Clinic/@29.6205769,-95.5674255,16z/data=!3m1!4b1!4m6!3m5!1s0x8640e62a1e55c92b:0xaffc49351a84756c!8m2!3d29.6205723!4d-95.5625492!16s%2Fg%2F11hd9qz3ct?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",AccessHealth,Greenbriar Southwest
18,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Stafford Clinic,10435 Greenbough Drive,Suite 300,Stafford,TX,77477,281-342-4530,"29.6210934081633, -95.5623412653061","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""17:00""}]}",,32,Medical - Dental & Vision,1,ACTIVE,01/26/2026,Verified online,"Dental
Includes cleanings, exams, x-rays, sealants, fillings, extractions, bridges, partials and dental emergencies
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
Sliding scale of fee based on income.",TRUE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/AccessHealth+Stafford+Clinic/@29.6205769,-95.5674255,16z/data=!3m1!4b1!4m6!3m5!1s0x8640e62a1e55c92b:0xaffc49351a84756c!8m2!3d29.6205723!4d-95.5625492!16s%2Fg%2F11hd9qz3ct?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",AccessHealth,Greenbriar Southwest
19,"[""77053"", ""77406"", ""77407"", ""77417"", ""77423"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77489"", ""77494"", ""77498"", ""77545"", ""77583"", ""77584""]",AccessHealth Stafford WIC Center,10435 Greenbough Drive,Suite 300,Stafford,TX,77477,281-969-1835,"29.6210934081633, -95.5623412653061","{""regular"":[{""days"":[""Mo"",""We""],""open"":""08:00"",""close"":""17:00""},{""days"":[""Tu""],""open"":""08:00"",""close"":""19:00""},{""days"":[""Th""],""open"":""07:00"",""close"":""18:00""},{""days"":[""Fr""],""open"":""08:00"",""close"":""13:00""}]}",,44,Mother & Child,1,ACTIVE,06/23/2025,Verified online,"WIC is a special supplemental nutrition program for women, infants and children.  It is a nutrition program for pregnant, breastfeeding women and families with children younger than 5 years old.
To qualify you must meet income guidelines but if you receive Medicaid, SNAP or TANF, then you already meet the income eligibility guidelines for WIC.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/Access+Health+Stafford+WIC+Clinic/@29.6206841,-95.5651997,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e62a1dd7f35d:0xc95ea2dcf95c8f93!8m2!3d29.6206795!4d-95.5626194!16s%2Fg%2F1v_w2r9z?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",AccessHealth,Greenbriar Southwest
20,"[""77488""]",AccessHealth Wharton WIC Center,20115 N Fulton Street,,Wharton,TX,77488,979-532-8755,"29.329366007624188, -96.09311470962987","{""regular"":[{""days"":[""Mo"",""We""],""open"":""08:00"",""close"":""17:00""},{""days"":[""Tu""],""open"":""08:00"",""close"":""19:00""},{""days"":[""Th""],""open"":""07:00"",""close"":""18:00""},{""days"":[""Fr""],""open"":""08:00"",""close"":""13:00""}]}",,44,Mother & Child,1,ACTIVE,06/23/2025,Verified online,"WIC is a special supplemental nutrition program for women, infants and children.  It is a nutrition program for pregnant, breastfeeding women and families with children younger than 5 years old.
To qualify you must meet income guidelines but if you receive Medicaid, SNAP or TANF, then you already meet the income eligibility guidelines for WIC.
AccessHealth is a private, not-for-profit organization and a Federally Qualified Health Center.  It's primary focus is the low-income population of Fort Bend and Waller counties but will not turn anyone away, regardless of income or circumstance.
",FALSE,FALSE,https://www.myaccesshealth.org/,"https://www.google.com/maps/place/Access+Health+Wharton+WIC+Clinic/@29.3292211,-96.0957272,16z/data=!3m1!4b1!4m6!3m5!1s0x864174e69c244ca1:0x19aa48ea44b3deee!8m2!3d29.3292164!4d-96.0931469!16s%2Fg%2F1td6b80l?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D",,Wharton,Wharton,AccessHealth,Wharton
21,"[""99999""]",Accessia Health,3104 E Boundary Court,,Midlothian,VA,23112,800-366-7741,"37.44735944105023, -77.64545707622406","{""regular"":[{""days"":[""Mo"",""Tu"",""Th"",""Fr""],""open"":""08:30"",""close"":""17:00""},{""days"":[""We""],""open"":""09:30"",""close"":""17:00""}]}",Apply online,36,Medical - Bill Payment,1,ACTIVE,,Verified online,"Offers financial assistance to eligible individuals to pay for health insurance premiums, medication copayments, travel and other essential medical expenses.
Must meet income guidelines  and a diagnosed, covered medication condition.
Check eligibility and apply online.
A charitable patient assistance foundation.",FALSE,FALSE,https://accessiahealth.org,"https://www.google.com/maps/place/Accessia+Health/@37.447121,-77.6480803,17z/data=!3m1!4b1!4m6!3m5!1s0x89b173d0fbba5d41:0x4ec81be8dbc6a9e5!8m2!3d37.447121!4d-77.6455!16s%2Fg%2F113g6sbc5?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Chesterfield,Brandermill,Accessia Health,Brandermill
22,"[""77002"", ""77003"", ""77004"", ""77005"", ""77006"", ""77007"", ""77008"", ""77009"", ""77010"", ""77011"", ""77012"", ""77013"", ""77014"", ""77015"", ""77016"", ""77017"", ""77018"", ""77019"", ""77020"", ""77021"", ""77022"", ""77023"", ""77024"", ""77025"", ""77026"", ""77027"", ""77028"", ""77029"", ""77030"", ""77031"", ""77032"", ""77033"", ""77034"", ""77035"", ""77036"", ""77037"", ""77038"", ""77039"", ""77040"", ""77041"", ""77042"", ""77043"", ""77044"", ""77045"", ""77046"", ""77047"", ""77048"", ""77049"", ""77050"", ""77051"", ""77053"", ""77054"", ""77055"", ""77056"", ""77057"", ""77058"", ""77059"", ""77060"", ""77061"", ""77062"", ""77063"", ""77064"", ""77065"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77071"", ""77072"", ""77073"", ""77074"", ""77075"", ""77076"", ""77077"", ""77078"", ""77079"", ""77080"", ""77081"", ""77082"", ""77083"", ""77084"", ""77085"", ""77086"", ""77087"", ""77088"", ""77089"", ""77090"", ""77091"", ""77092"", ""77093"", ""77094"", ""77095"", ""77096"", ""77098"", ""77099"", ""77242"", ""77257"", ""77277"", ""77279""]",Acres Homes Multi-Service Center,6719 W Montgomery Road,,Houston,TX,77091,832-393-4145,"29.857681948841, -95.42211162195217","{""special"":[{""pattern"":""2nd Tu"",""open"":""08:00"",""close"":""11:00""}]}",,13,Food,1,ACTIVE,02/04/2026,Verified online,"Food Distribution
by the Houston Food Bank for seniors over the age of 60 and families with children under five years.",TRUE,FALSE,https://www.houstonhealth.org/services/multi-service-centers/acres-homes-multi-service-center,"https://www.google.com/maps/place/Acres+Homes+Multi-Service+Center/@29.8574912,-95.4247509,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c7d963488d53:0x6044d3466dc08305!8m2!3d29.8574866!4d-95.422176!16s%2Fg%2F11g7z0pwk3?entry=ttu&g_ep=EgoyMDI2MDIwMS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"Acres Home, Garden Oaks North, Northside / Northline",City of Houston,Northside / Northline
23,"[""77002"", ""77003"", ""77004"", ""77005"", ""77006"", ""77007"", ""77008"", ""77009"", ""77010"", ""77011"", ""77012"", ""77013"", ""77014"", ""77015"", ""77016"", ""77017"", ""77018"", ""77019"", ""77020"", ""77021"", ""77022"", ""77023"", ""77024"", ""77025"", ""77026"", ""77027"", ""77028"", ""77029"", ""77030"", ""77031"", ""77032"", ""77033"", ""77034"", ""77035"", ""77036"", ""77037"", ""77038"", ""77039"", ""77040"", ""77041"", ""77042"", ""77043"", ""77044"", ""77045"", ""77046"", ""77047"", ""77048"", ""77049"", ""77050"", ""77051"", ""77053"", ""77054"", ""77055"", ""77056"", ""77057"", ""77058"", ""77059"", ""77060"", ""77061"", ""77062"", ""77063"", ""77064"", ""77065"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77071"", ""77072"", ""77073"", ""77074"", ""77075"", ""77076"", ""77077"", ""77078"", ""77079"", ""77080"", ""77081"", ""77082"", ""77083"", ""77084"", ""77085"", ""77086"", ""77087"", ""77088"", ""77089"", ""77090"", ""77091"", ""77092"", ""77093"", ""77094"", ""77095"", ""77096"", ""77098"", ""77099"", ""77242"", ""77257"", ""77277"", ""77279""]",Acres Homes Multi-Service Center,6719 W Montgomery Road,,Houston,TX,77091,832-393-4150,"29.857681948841, -95.42211162195217","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":""08:00"",""close"":""17:00""}]}",,44,Mother & Child,1,ACTIVE,02/04/2026,Verified online,"Women, Infants and Children (WIC)
Supplemental nutrition program providing health care referrals, nutrition education and nutritious foods to pregnant, breastfeeding and postpartum women and children under five who have nutrition health-related problems.",TRUE,FALSE,https://www.houstonhealth.org/services/multi-service-centers/acres-homes-multi-service-center,"https://www.google.com/maps/place/Acres+Homes+Multi-Service+Center/@29.8574912,-95.4247509,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c7d963488d53:0x6044d3466dc08305!8m2!3d29.8574866!4d-95.422176!16s%2Fg%2F11g7z0pwk3?entry=ttu&g_ep=EgoyMDI2MDIwMS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"Acres Home, Garden Oaks North, Northside / Northline",City of Houston,Northside / Northline
24,"[""77002"", ""77003"", ""77004"", ""77005"", ""77006"", ""77007"", ""77008"", ""77009"", ""77010"", ""77011"", ""77012"", ""77013"", ""77014"", ""77015"", ""77016"", ""77017"", ""77018"", ""77019"", ""77020"", ""77021"", ""77022"", ""77023"", ""77024"", ""77025"", ""77026"", ""77027"", ""77028"", ""77029"", ""77030"", ""77031"", ""77032"", ""77033"", ""77034"", ""77035"", ""77036"", ""77037"", ""77038"", ""77039"", ""77040"", ""77041"", ""77042"", ""77043"", ""77044"", ""77045"", ""77046"", ""77047"", ""77048"", ""77049"", ""77050"", ""77051"", ""77053"", ""77054"", ""77055"", ""77056"", ""77057"", ""77058"", ""77059"", ""77060"", ""77061"", ""77062"", ""77063"", ""77064"", ""77065"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77071"", ""77072"", ""77073"", ""77074"", ""77075"", ""77076"", ""77077"", ""77078"", ""77079"", ""77080"", ""77081"", ""77082"", ""77083"", ""77084"", ""77085"", ""77086"", ""77087"", ""77088"", ""77089"", ""77090"", ""77091"", ""77092"", ""77093"", ""77094"", ""77095"", ""77096"", ""77098"", ""77099"", ""77242"", ""77257"", ""77277"", ""77279""]",Acres Homes Multi-Service Center,6719 W Montgomery Road,,Houston,TX,77091,713-694-1619,"29.857681948841, -95.42211162195217","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":""08:00"",""close"":""17:00""}]}",,44,Mother & Child,1,ACTIVE,02/04/2026,Verified online,"Head Start
For children upto 5 years old",TRUE,FALSE,https://www.houstonhealth.org/services/multi-service-centers/acres-homes-multi-service-center,"https://www.google.com/maps/place/Acres+Homes+Multi-Service+Center/@29.8574912,-95.4247509,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c7d963488d53:0x6044d3466dc08305!8m2!3d29.8574866!4d-95.422176!16s%2Fg%2F11g7z0pwk3?entry=ttu&g_ep=EgoyMDI2MDIwMS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"Acres Home, Garden Oaks North, Northside / Northline",City of Houston,Northside / Northline
25,"[""99999""]",Adult & Teen Challenge,30310 Misty Meadow Drive,,Magnolia,TX,77355,281-259-5600,"30.1844886166487, -95.7100498405959","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr"",""Sa""],""open"":null,""close"":null}]}",,34,Medical - Addiction Recovery,1,ACTIVE,04/18/2025,,"Residential recovery program for adults and teens.
Committed to working for a full year.
Not free, limited cost.",FALSE,FALSE,https://houstonmensrehab.com/,"https://www.google.com/maps/place/Adult+%26+Teen+Challenge+Houston+Men's/@30.1843018,-95.7124219,17z/data=!3m1!4b1!4m6!3m5!1s0x86472837f10aa7eb:0x7533c718c1171d3b!8m2!3d30.1842972!4d-95.7098416!16s%2Fg%2F1tczf8yf?entry=ttu&g_ep=EgoyMDI1MDQxNi4xIKXMDSoASAFQAw%3D%3D",,Montgomery,Magnolia,Adult & Teen Challenge,Magnolia
26,"[""77002"", ""77003"", ""77004"", ""77005"", ""77006"", ""77007"", ""77008"", ""77009"", ""77010"", ""77011"", ""77012"", ""77013"", ""77014"", ""77015"", ""77016"", ""77017"", ""77018"", ""77019"", ""77020"", ""77021"", ""77022"", ""77023"", ""77024"", ""77025"", ""77026"", ""77027"", ""77028"", ""77029"", ""77030"", ""77031"", ""77032"", ""77033"", ""77034"", ""77035"", ""77036"", ""77037"", ""77038"", ""77039"", ""77040"", ""77041"", ""77042"", ""77043"", ""77044"", ""77045"", ""77046"", ""77047"", ""77048"", ""77049"", ""77050"", ""77051"", ""77054"", ""77055"", ""77056"", ""77057"", ""77058"", ""77059"", ""77060"", ""77061"", ""77062"", ""77063"", ""77064"", ""77065"", ""77066"", ""77067"", ""77068"", ""77069"", ""77070"", ""77071"", ""77072"", ""77073"", ""77074"", ""77075"", ""77076"", ""77077"", ""77078"", ""77079"", ""77080"", ""77081"", ""77082"", ""77083"", ""77084"", ""77085"", ""77086"", ""77087"", ""77088"", ""77089"", ""77090"", ""77091"", ""77092"", ""77093"", ""77094"", ""77095"", ""77096"", ""77098"", ""77099"", ""77210"", ""77231"", ""77242"", ""77257"", ""77277"", ""77279"", ""77336"", ""77338"", ""77339"", ""77345"", ""77346"", ""77347"", ""77357"", ""77365"", ""77373"", ""77375"", ""77377"", ""77379"", ""77383"", ""77387"", ""77388"", ""77389"", ""77393"", ""77396"", ""77401"", ""77410"", ""77429"", ""77433"", ""77447"", ""77449"", ""77450"", ""77493"", ""77501"", ""77502"", ""77503"", ""77504"", ""77505"", ""77506"", ""77507"", ""77508"", ""77520"", ""77521"", ""77530"", ""77532"", ""77535"", ""77536"", ""77546"", ""77547"", ""77562"", ""77571"", ""77581"", ""77586"", ""77587"", ""77598""]",Aid to Victims of Domestic Abuse (AVDA),1001 Texas Avenue,Suite 600,Houston,TX,77002,713-224-9911,"29.75987665, -95.3617820466487","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,42,Domestic Abuse - Other,1,ACTIVE,01/18/2026,Verified online,"Fee based Battering Intervention and Prevention Program (BIPP) provides tools to end physical, verbal or emotional abuse.  These are weekly sessions  available in both English and Spanish.
Free counseling services for adult survivors and children (3 years and older) of abusive relationships.  Available in English and Spanish",FALSE,FALSE,https://avda.org/,"https://www.google.com/maps/place/AVDA+(Aid+to+Victims+of+Domestic+Abuse)/@29.7600419,-95.3669883,17z/data=!3m2!4b1!5s0x8640c6aa65c8eea5:0x1dd626e1f5b80a6!4m6!3m5!1s0x8640bf13bd360545:0x6f740c2de58717e4!8m2!3d29.760042!4d-95.362112!16s%2Fg%2F1tdww1xs?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Harris,"Central Business District, Downtown Houston, East Downtown, South Central Houston, Theater District, University Place, Warehouse District",Aid to Victims of Domestic Abuse (AVDA),Downtown Houston
27,"[""77053"", ""77406"", ""77407"", ""77417"", ""77430"", ""77441"", ""77444"", ""77451"", ""77459"", ""77461"", ""77464"", ""77469"", ""77471"", ""77476"", ""77477"", ""77478"", ""77479"", ""77481"", ""77485"", ""77487"", ""77489"", ""77494"", ""77496"", ""77498"", ""77545"", ""77583"", ""77584""]",Aid to Victims of Domestic Abuse (AVDA),12300 Parc Crest Drive,Suite 140,Stafford,TX,77477,281-207-2312,"29.64299514221335, -95.5686900498753","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,42,Domestic Abuse - Other,1,ACTIVE,01/18/2026,Verified online,"Fee based Battering Intervention and Prevention Program (BIPP) provides tools to end physical, verbal or emotional abuse.  These are weekly sessions  available in both English and Spanish.
Free counseling services for adult survivors and children (3 years and older) of abusive relationships.  Available in English and Spanish",FALSE,FALSE,https://avda.org/,"https://www.google.com/maps/place/12300+Parc+Crest+Dr,+Stafford,+TX+77477/@29.6427714,-95.571324,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e7db8e5876c1:0xe77e74e1dbfaf7a8!8m2!3d29.6427714!4d-95.5687437!16s%2Fg%2F11bw4ptrpn?entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",Aid to Victims of Domestic Abuse (AVDA),Stafford
